1761666667355,1
1761666668357,2
1761666669360,2
1761666670361,3
1761666671363,2
1761666672364,3
1761666673365,3
1761666674366,2
1761666675368,2
1761666676370,3
1761666677371,2
1761666678372,3
1761666679372,2
1761666680375,3
1761666681377,2
1761666682378,3
1761666683380,3
1761666684382,3
1761666685382,2
1761666686384,2
1761666687385,3
1761666688387,3
1761666689389,2
1761666690389,1
1761666691391,3
1761666692392,2
1761666693395,2
1761666694394,2
1761666695396,2
1761666696397,2
1761666697399,3
1761666698400,2
1761666699402,3
1761666700403,3
1761666701404,2
1761666702406,3
1761666703407,2
1761666704409,3
1761666705411,2
1761666706412,2
1761666707413,3
1761666708415,3
1761666709416,2
1761666710417,2
1761666711418,1
1761666712420,3
1761666713422,3
1761666714423,3
1761666715424,2
1761666716425,2
1761666717427,3
1761666718430,3
1761666719431,3
1761666720433,3
1761666721432,2
1761666722434,3
1761666723436,3
1761666724437,2
1761666725439,3
1761666726439,1
1761666727442,3
1761666728443,2
1761666729445,3
1761666730447,3
1761666731446,1
1761666732449,3
1761666733450,3
1761666734452,3
1761666735453,2
1761666736454,1
1761666737456,3
1761666738458,2
1761666739460,4
1761666740462,3
1761666741461,2
1761666742463,2
1761666743465,3
1761666744467,3
1761666745469,3
1761666746467,1
1761666747470,3
1761666748473,3
1761666749473,3
1761666750476,3
1761666751475,1
1761666752478,3
1761666753478,1
1761666754479,2
1761666755482,3
1761666756482,2
1761666757484,3
1761666758485,2
1761666759487,3
1761666760488,3
1761666761488,1
1761666762492,3
1761666763493,2
1761666764495,2
1761666765496,3
1761666766496,1
1761666767499,3
1761666768500,2
1761666769503,3
1761666770504,3
1761666771504,2
1761666772507,4
1761666773508,3
1761666774509,2
1761666775509,2
1761666776510,1
1761666777512,2
1761666778514,2
1761666779515,3
1761666780516,3
1761666781516,1
1761666782518,2
1761666783519,2
1761666784521,3
1761666785522,2
1761666786523,1
1761666787525,2
1761666788527,3
1761666789528,2
1761666790530,3
1761666791530,2
1761666792533,3
1761666793534,3
1761666794536,3
1761666795536,2
1761666796536,1
1761666797538,1
1761666798541,4
1761666799542,3
1761666800543,2
1761666801544,2
1761666802546,3
1761666803548,3
1761666804550,2
1761666805549,2
1761666806550,1
1761666807553,3
1761666808555,4
1761666809556,3
1761666810558,2
1761666811558,2
1761666812560,2
1761666813562,2
1761666814564,4
1761666815565,3
1761666816565,1
1761666817568,3
1761666818569,2
1761666819572,4
1761666820572,2
1761666821573,2
1761666822575,2
1761666823577,3
1761666824579,3
1761666825581,3
1761666826580,1
1761666827582,3
1761666828584,3
1761666829584,2
1761666830586,3
1761666831586,1
1761666832589,3
1761666833591,3
1761666834591,2
1761666835594,3
1761666836594,1
1761666837597,3
1761666838599,3
1761666839600,2
1761666840601,3
1761666841601,1
1761666842603,3
1761666843603,1
1761666844605,2
1761666845606,2
1761666846607,2
1761666847609,2
1761666848609,2
1761666849611,2
1761666850613,4
1761666851614,2
1761666852615,2
1761666853616,2
1761666854617,2
1761666855619,3
1761666856619,1
1761666857621,2
1761666858621,1
1761666859623,2
1761666860624,2
1761666861624,1
1761666862627,3
1761666863628,2
1761666864630,3
1761666865631,3
1761666866632,2
1761666867634,3
1761666868636,3
1761666869638,3
1761666870637,1
1761666871639,2
1761666872641,2
1761666873641,2
1761666874644,2
1761666875644,2
1761666876646,2
1761666877647,3
1761666878648,2
1761666879649,2
1761666880651,2
1761666881652,2
1761666882652,2
1761666883653,2
1761666884655,2
1761666885656,2
1761666886658,2
1761666887659,2
1761666888660,2
1761666889663,3
1761666890664,3
1761666891666,3
1761666892665,2
1761666893667,3
1761666894668,2
1761666895670,3
1761666896670,2
1761666897671,2
1761666898672,2
1761666899673,2
1761666900675,2
1761666901676,2
1761666902677,2
1761666903678,2
1761666904679,2
1761666905680,2
1761666906681,2
1761666907682,2
1761666908683,2
1761666909685,3
1761666910686,2
1761666911687,2
1761666912689,2
1761666913689,2
1761666914691,2
1761666915690,1
1761666916692,2
1761666917693,2
1761666918694,2
1761666919696,3
1761666920697,2
1761666921698,2
1761666922700,2
1761666923701,2
1761666924702,2
1761666925702,1
1761666926711,6
1761666927710,2
1761666928711,2
1761666929712,2
1761666930713,2
1761666931714,2
1761666932715,2
1761666933716,2
1761666934718,2
1761666935719,2
1761666936720,2
1761666937721,2
1761666938722,2
1761666939723,2
